id,longitude,latitude,captured_at,captured_date,captured_year,compass_angle,height,width,lsoa_code,lsoa_name,borough,downloaded
9644984292262226,-0.11300137132754,51.55814286274,1745407115988,2025-04-23T11:18:35Z,2025,151.81022054617,2048,4096,E01002732,Islington 005A,Islington,TRUE
660265450135432,-0.11293898577887,51.557705242814,1745313301417,2025-04-22T09:15:01Z,2025,223.00227130918,2048,4096,E01002732,Islington 005A,Islington,TRUE
1761016991125600,-0.11335406574717,51.55855771917,1745313257539,2025-04-22T09:14:17Z,2025,152.94686948052,2048,4096,E01002732,Islington 005A,Islington,TRUE
602839972854440,-0.10779481735861,51.562314648513,1750936501429,2025-06-26T11:15:01Z,2025,191.83725213561,2048,4096,E01002732,Islington 005A,Islington,TRUE
1542527233819907,-0.11227531050505,51.557882438249,1750936507835,2025-06-26T11:15:07Z,2025,239.44203020548,2048,4096,E01002732,Islington 005A,Islington,TRUE
1786227288988756,-0.11027642203334,51.559738781857,1750936504866,2025-06-26T11:15:04Z,2025,233.98392213799,2048,4096,E01002732,Islington 005A,Islington,TRUE
536194719334629,-0.11287392436364,51.557792285697,1745919960757,2025-04-29T09:46:00Z,2025,167.62360836721,2048,4096,E01002732,Islington 005A,Islington,TRUE
1012314564223785,-0.10962027030303,51.560294554545,1750936504098,2025-06-26T11:15:04Z,2025,212.00040309768,2048,4096,E01002732,Islington 005A,Islington,TRUE
952657306818404,-0.11343343356234,51.55863281766,1745919941471,2025-04-29T09:45:41Z,2025,152.09395791869,2048,4096,E01002732,Islington 005A,Islington,TRUE
9557619820982232,-0.11288940932725,51.558025437448,1745313270119,2025-04-22T09:14:30Z,2025,150.32068263638,2048,4096,E01002732,Islington 005A,Islington,TRUE
540115952500035,-0.11342945470238,51.557483708274,1745407143148,2025-04-23T11:19:03Z,2025,246.016609453,2048,4096,E01002732,Islington 005A,Islington,TRUE
1228385942168029,-0.11308636545455,51.557627235152,1746005167818,2025-04-30T09:26:07Z,2025,230.99119497232,2048,4096,E01002732,Islington 005A,Islington,TRUE
2060050727738800,-0.1132076811669,51.558387861084,1745313260843,2025-04-22T09:14:20Z,2025,146.19606271665,2048,4096,E01002732,Islington 005A,Islington,TRUE
2513143105706844,-0.11101059130435,51.559363291304,1750936505600,2025-06-26T11:15:05Z,2025,206.35474060787,2048,4096,E01002732,Islington 005A,Islington,TRUE
2823302971187572,-0.11323933909091,51.557539488424,1745313305688,2025-04-22T09:15:05Z,2025,233.10826588751,2048,4096,E01002732,Islington 005A,Islington,TRUE
1334914134233597,-0.11298070809524,51.557972364365,1745919956152,2025-04-29T09:45:56Z,2025,170.78750441443,2048,4096,E01002732,Islington 005A,Islington,TRUE
1835324860376186,-0.11258755482184,51.557787549068,1750936508169,2025-06-26T11:15:08Z,2025,246.8574410641,2048,4096,E01002732,Islington 005A,Islington,TRUE
1243684710635873,-0.11182785233737,51.558050584832,1750936507435,2025-06-26T11:15:07Z,2025,238.94875184992,2048,4096,E01002732,Islington 005A,Islington,TRUE
1191016916107786,-0.10994280319865,51.559967562357,1750936504499,2025-06-26T11:15:04Z,2025,218.82966508136,2048,4096,E01002732,Islington 005A,Islington,TRUE
1948557349026606,-0.11144233153333,51.558176021322,1750936507035,2025-06-26T11:15:07Z,2025,243.56771491554,2048,4096,E01002732,Islington 005A,Islington,TRUE
1410006280224235,-0.11016125041459,51.559792368358,1750936504766,2025-06-26T11:15:04Z,2025,230.40149330484,2048,4096,E01002732,Islington 005A,Islington,TRUE
1337365324027597,-0.11312698830303,51.55828904798,1745313262745,2025-04-22T09:14:22Z,2025,152.42448865448,2048,4096,E01002732,Islington 005A,Islington,TRUE
1487374769294651,-0.11109319279461,51.558631216633,1750936506501,2025-06-26T11:15:06Z,2025,179.66155660555,2048,4096,E01002732,Islington 005A,Islington,TRUE
1261774708938764,-0.10895013909774,51.561045493985,1750936503064,2025-06-26T11:15:03Z,2025,209.4047312115,2048,4096,E01002732,Islington 005A,Islington,TRUE
951869533691489,-0.11329288953535,51.558460309455,1745919944941,2025-04-29T09:45:44Z,2025,152.09386852553,2048,4096,E01002732,Islington 005A,Islington,TRUE
580994811740837,-0.11112121696633,51.55918301458,1750936505800,2025-06-26T11:15:05Z,2025,189.38241673624,2048,4096,E01002732,Islington 005A,Islington,TRUE
710687268239590,-0.1093704938542,51.560553616411,1750936503698,2025-06-26T11:15:03Z,2025,206.99684559396,2048,4096,E01002732,Islington 005A,Islington,TRUE
712055608100453,-0.11070322558923,51.559558082828,1750936505266,2025-06-26T11:15:05Z,2025,234.63942570647,2048,4096,E01002732,Islington 005A,Islington,TRUE
933827792168604,-0.11217272330827,51.557920761654,1750936507702,2025-06-26T11:15:07Z,2025,242.19976621983,2048,4096,E01002732,Islington 005A,Islington,TRUE
1418687205922659,-0.10772724814815,51.562575636667,1750936501129,2025-06-26T11:15:01Z,2025,180.59066735643,2048,4096,E01002732,Islington 005A,Islington,TRUE
677441685027738,-0.11277157680556,51.557872461389,1745407122861,2025-04-23T11:18:42Z,2025,153.96461550703,2048,4096,E01002732,Islington 005A,Islington,TRUE
1051101199973518,-0.11110844060606,51.558833583098,1750936506200,2025-06-26T11:15:06Z,2025,175.47806394494,2048,4096,E01002732,Islington 005A,Islington,TRUE
735702738815697,-0.10783856659933,51.562195162222,1750936501629,2025-06-26T11:15:01Z,2025,196.25588750322,2048,4096,E01002732,Islington 005A,Islington,TRUE
1682526552422924,-0.11206636222222,51.557967426061,1750936507635,2025-06-26T11:15:07Z,2025,235.30647117552,2048,4096,E01002732,Islington 005A,Islington,TRUE
24061602580100712,-0.10916106023569,51.560802494747,1750936503398,2025-06-26T11:15:03Z,2025,208.43687058164,2048,4096,E01002732,Islington 005A,Islington,TRUE
1407544803912902,-0.11170024154882,51.558091113603,1750936507268,2025-06-26T11:15:07Z,2025,243.32950315332,2048,4096,E01002732,Islington 005A,Islington,TRUE
711570781481839,-0.10816652728191,51.561882531256,1750936502030,2025-06-26T11:15:02Z,2025,218.78476993882,2048,4096,E01002732,Islington 005A,Islington,TRUE
707841995286678,-0.1127515959596,51.557729226364,1750936508369,2025-06-26T11:15:08Z,2025,239.66413446244,2048,4096,E01002732,Islington 005A,Islington,TRUE
689701307394360,-0.10841793670034,51.561657420741,1750936502297,2025-06-26T11:15:02Z,2025,207.49873753162,2048,4096,E01002732,Islington 005A,Islington,TRUE
1687107418579329,-0.10772574286195,51.562799923973,1750936500895,2025-06-26T11:15:00Z,2025,182.49049757651,2048,4096,E01002732,Islington 005A,Islington,TRUE
1245812763990395,-0.11113145956195,51.559022411801,1750936505967,2025-06-26T11:15:05Z,2025,174.98051285733,2048,4096,E01002732,Islington 005A,Islington,TRUE
1772454770143982,-0.1109311226238,51.562058109182,1751826966043,2025-07-06T18:36:06Z,2025,59.640884192061,3024,4032,E01002732,Islington 005A,Islington,TRUE
760243533185320,-0.11076292936605,51.562102928028,1751826983081,2025-07-06T18:36:23Z,2025,61.100721768376,3024,4032,E01002732,Islington 005A,Islington,TRUE
1037061928622861,-0.10888729193259,51.562815002264,1751827006034,2025-07-06T18:36:46Z,2025,57.661791519785,3024,4032,E01002732,Islington 005A,Islington,TRUE
1843903616467889,-0.11224473022814,51.561614213808,1751826948043,2025-07-06T18:35:48Z,2025,59.563915656517,3024,4032,E01002732,Islington 005A,Islington,TRUE
1059140942513193,-0.1110619416218,51.562016003719,1751826964035,2025-07-06T18:36:04Z,2025,60.569834589985,3024,4032,E01002732,Islington 005A,Islington,TRUE
577791028544070,-0.11313999191094,51.561264558942,1751826937042,2025-07-06T18:35:37Z,2025,51.31966589556,3024,4032,E01002732,Islington 005A,Islington,TRUE
3790495827918295,-0.1121418219097,51.561653298491,1751826950033,2025-07-06T18:35:50Z,2025,59.563915656517,3024,4032,E01002732,Islington 005A,Islington,TRUE
665640933165681,-0.11043550004347,51.562194179727,1751826988042,2025-07-06T18:36:28Z,2025,62.599427461715,3024,4032,E01002732,Islington 005A,Islington,TRUE
24233088489658600,-0.1129426887072,51.561365257588,1751826939030,2025-07-06T18:35:39Z,2025,53.220555921106,3024,4032,E01002732,Islington 005A,Islington,TRUE
2123508834790451,-0.1100093313788,51.562358190963,1751826993037,2025-07-06T18:36:33Z,2025,56.686819346641,3024,4032,E01002732,Islington 005A,Islington,TRUE
3812157352437286,-0.1133819,51.561127,1720033826000,2024-07-03T19:10:26Z,2024,141.303,3060,4080,E01002732,Islington 005A,Islington,TRUE
8586806154695981,-0.1094998,51.5603579,1720013266000,2024-07-03T13:27:46Z,2024,119.405,3060,4080,E01002732,Islington 005A,Islington,TRUE
897423308968288,-0.1103969,51.5596868,1720013294000,2024-07-03T13:28:14Z,2024,141.959,3060,4080,E01002732,Islington 005A,Islington,TRUE
1175134710373278,-0.108997,51.562719,1720033965000,2024-07-03T19:12:45Z,2024,149.947,3060,4080,E01002732,Islington 005A,Islington,TRUE
3807185736226675,-0.1106462,51.5620992,1720033893000,2024-07-03T19:11:33Z,2024,150.583,3060,4080,E01002732,Islington 005A,Islington,TRUE
1167456354554326,-0.1095294,51.5625192,1720033951000,2024-07-03T19:12:31Z,2024,147.853,3060,4080,E01002732,Islington 005A,Islington,TRUE
887719203332201,-0.1085719,51.5614097,1720013250500,2024-07-03T13:27:30Z,2024,118.348,3060,4080,E01002732,Islington 005A,Islington,TRUE
881893856910966,-0.1098152,51.5600407,1720013271000,2024-07-03T13:27:51Z,2024,127.148,3060,4080,E01002732,Islington 005A,Islington,TRUE
8284770901644067,-0.1076863,51.5626942,1720013217000,2024-07-03T13:26:57Z,2024,90.251,3060,4080,E01002732,Islington 005A,Islington,TRUE
1598964684392046,-0.1112869,51.5582514,1720013318000,2024-07-03T13:28:38Z,2024,137.593,3060,4080,E01002732,Islington 005A,Islington,TRUE
437845918613766,-0.1098799,51.5623936,1720033901000,2024-07-03T19:11:41Z,2024,148.142,3060,4080,E01002732,Islington 005A,Islington,TRUE
1026209038814846,-0.1115796,51.558125,1720013321000,2024-07-03T13:28:41Z,2024,158.449,3060,4080,E01002732,Islington 005A,Islington,TRUE
492021460277735,-0.111066,51.5587305,1720013312000,2024-07-03T13:28:32Z,2024,90.305,3060,4080,E01002732,Islington 005A,Islington,TRUE
2218780658486956,-0.1108672,51.5594699,1720013300000,2024-07-03T13:28:20Z,2024,146.575,3060,4080,E01002732,Islington 005A,Islington,TRUE
867386048292935,-0.1119222,51.5616843,1720033857000,2024-07-03T19:10:57Z,2024,155.987,3060,4080,E01002732,Islington 005A,Islington,TRUE
802073391815026,-0.1097507,51.5624375,1720033938000,2024-07-03T19:12:18Z,2024,147.99,3060,4080,E01002732,Islington 005A,Islington,TRUE
8054354941314019,-0.107659,51.5629338,1720013212500,2024-07-03T13:26:52Z,2024,97.369,3060,4080,E01002732,Islington 005A,Islington,TRUE
1064545938629463,-0.10876859999999999,51.5611896,1720013254000,2024-07-03T13:27:34Z,2024,119.585,3060,4080,E01002732,Islington 005A,Islington,TRUE
926103085997980,-0.1079419,51.5620143,1720013242000,2024-07-03T13:27:22Z,2024,125,3060,4080,E01002732,Islington 005A,Islington,TRUE
525038126587766,-0.1091754,51.5626534,1720033961000,2024-07-03T19:12:41Z,2024,149.405,3060,4080,E01002732,Islington 005A,Islington,TRUE
3851992008456874,-0.109685,51.5601627,1720013269000,2024-07-03T13:27:49Z,2024,123.377,3060,4080,E01002732,Islington 005A,Islington,TRUE
1547096762548224,-0.1080231,51.5619417,1720013243000,2024-07-03T13:27:23Z,2024,128.925,3060,4080,E01002732,Islington 005A,Islington,TRUE
836991158575859,-0.1093067,51.5626038,1720033958000,2024-07-03T19:12:38Z,2024,148.711,3060,4080,E01002732,Islington 005A,Islington,TRUE
557769440255370,-0.1084518,51.561548,1720013248000,2024-07-03T13:27:28Z,2024,118.409,3060,4080,E01002732,Islington 005A,Islington,TRUE
434591992319443,-0.1086999,51.5612632,1720013253000,2024-07-03T13:27:33Z,2024,120.126,3060,4080,E01002732,Islington 005A,Islington,TRUE
814555167552418,-0.1118221,51.561712,1720033858000,2024-07-03T19:10:58Z,2024,156.243,3060,4080,E01002732,Islington 005A,Islington,TRUE
