id,longitude,latitude,captured_at,captured_date,captured_year,compass_angle,height,width,lsoa_code,lsoa_name,borough,downloaded
1240889627820879,-0.1664289,51.4608787,1751313931665,2025-06-30T20:05:31Z,2025,0,3120,4160,E01004553,Wandsworth 015A,Wandsworth,TRUE
1437901770727066,-0.1719281,51.4596972,1751314053685,2025-06-30T20:07:33Z,2025,0,3120,4160,E01004553,Wandsworth 015A,Wandsworth,TRUE
1289266866187019,-0.172585,51.4594361,1751314059684,2025-06-30T20:07:39Z,2025,0,3120,4160,E01004553,Wandsworth 015A,Wandsworth,TRUE
698270442980316,-0.1708465,51.460072,1751314042663,2025-06-30T20:07:22Z,2025,0,3120,4160,E01004553,Wandsworth 015A,Wandsworth,TRUE
1496758007874037,-0.1675222,51.4608458,1751313978596,2025-06-30T20:06:18Z,2025,0,3120,4160,E01004553,Wandsworth 015A,Wandsworth,TRUE
704785822320360,-0.1666784,51.4608771,1751313966631,2025-06-30T20:06:06Z,2025,0,3120,4160,E01004553,Wandsworth 015A,Wandsworth,TRUE
724599763821027,-0.1695654,51.460521,1751313997664,2025-06-30T20:06:37Z,2025,0,3120,4160,E01004553,Wandsworth 015A,Wandsworth,TRUE
1097473355531647,-0.1681677,51.4607773,1751313986664,2025-06-30T20:06:26Z,2025,0,3120,4160,E01004553,Wandsworth 015A,Wandsworth,TRUE
632178542528242,-0.1732601,51.4591605,1751314065683,2025-06-30T20:07:45Z,2025,0,3120,4160,E01004553,Wandsworth 015A,Wandsworth,TRUE
1445903289776372,-0.1710558,51.459993,1751314045631,2025-06-30T20:07:25Z,2025,0,3120,4160,E01004553,Wandsworth 015A,Wandsworth,TRUE
720246117216773,-0.171592,51.4598229,1751314050584,2025-06-30T20:07:30Z,2025,0,3120,4160,E01004553,Wandsworth 015A,Wandsworth,TRUE
719167304032883,-0.1676608,51.4608373,1751313980630,2025-06-30T20:06:20Z,2025,0,3120,4160,E01004553,Wandsworth 015A,Wandsworth,TRUE
1062780268767580,-0.1713645,51.459893,1751314048650,2025-06-30T20:07:28Z,2025,0,3120,4160,E01004553,Wandsworth 015A,Wandsworth,TRUE
